gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocytes	neoplastic
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.261	0.023
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	5.186	0.417
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	5.186	0.417
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS001D0E553	0.046	0.001
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS050373228	0.046	0.001
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0F5CC57E2	4.017	0.333
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D10CE481	4.017	0.333
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.519	0.045
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.203	0.015
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS075189979	3.887	0.302
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	3.887	0.302
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	3.262	0.244
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	3.262	0.244
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.636	0.054
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.636	0.054
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.07	0.006
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.07	0.006
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.07	0.006
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	5.14	0.4
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.628	0.039
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.628	0.039
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS059EC4FAE	0.628	0.039
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.086	0.004
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.242	0.021
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.242	0.021
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.9	0.058
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	1.941	0.139
FAM19A5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS0BBA3F8DC	0.695	0.06
TAFA5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS0BBA3F8DC	0.695	0.06
FAM19A5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS078D3318D	0.695	0.06
TAFA5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS078D3318D	0.695	0.06
FAM19A5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS041C01EC0	0.695	0.06
TAFA5	Q7Z5A7	False	TAFA5_HUMAN		CPI-SS041C01EC0	0.695	0.06
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.467	0.053
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0669CC233	0.467	0.053
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0D5E30C6C	1.473	0.126
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	2.511	0.198
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.236	0.023
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.236	0.023
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.786	0.058
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.786	0.058
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.196	0.014
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.196	0.014
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.196	0.014
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.196	0.014
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.196	0.014
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.25	0.032
PSAP	P07602	False	SAP_HUMAN		CPI-SS0AB647854	5.124	0.399
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	5.124	0.399
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.808	0.071
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.161	0.011
NTN1	O95631	False	NET1_HUMAN		CPI-SS0EB74F3FF	0.066	0.004
ROBO1	Q9Y6N7	False	ROBO1_HUMAN		CPI-SS027028983	0.346	0.029
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS01D36DDFA	1.588	0.137
UNC5B	Q8IZJ1	False	UNC5B_HUMAN		CPI-SS00C9DE87A	0.234	0.027
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	1.056	0.05
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	1.056	0.05
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.267	0.024
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS036B08188	0.409	0.039
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.822	0.072
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.068	0.005
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.186	0.018
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS0D8CC2248	0.361	0.031
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.176	0.015
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.342	0.026
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS076940BCD	1.757	0.143
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	4.138	0.32
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.42	0.027
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.42	0.027
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.42	0.027
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.125	0.006
PPIA	P62937	False	PPIA_HUMAN		CPI-SS02DA892C8	4.755	0.376
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.805	0.057
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	3.692	0.281
ADGRG3	Q86Y34	False	AGRG3_HUMAN		CPI-SS033E857EB	0.133	0.015
NELL2	Q99435	False	NELL2_HUMAN		CPI-SS0F2FBF1F6	0.114	0.009
