id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Neoplastic|Neoplastic	Neoplastic|microglial_cell	microglial_cell|Neoplastic	microglial_cell|microglial_cell
CPI-CC041F23977	ACVR_1B2A_receptor_Activin_ligand_ab	complex:ACVR_1B2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	0.024	0.02	0.012	0.008
CPI-CC0C18A9B16	ACVR_1B2B_receptor_Activin_ligand_ab	complex:ACVR_1B2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	0.023	0.019	0.01	0.007
CPI-CC0D97B02B1	ACVR_1C2A_receptor_Activin_ligand_ab	complex:ACVR_1C2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	0.005	0.002	0.004	0.0
CPI-CC099977BFA	ACVR_1C2B_receptor_Activin_ligand_ab	complex:ACVR_1C2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	0.005	0.002	0.004	0.0
CPI-CC02979D66D	ACVR_1A2A_receptor_Inhibin_ligand_A	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CC003E0125E	ACVR_1A2B_receptor_Inhibin_ligand_A	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CC05E2C9AF8	ACVR_1B2A_receptor_Inhibin_ligand_A	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CC0CC548F18	ACVR_1B2B_receptor_Inhibin_ligand_A	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CC0680A24B2	ACVR_1C2A_receptor_Inhibin_ligand_A	complex:ACVR_1C2A_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CC0BCF8F0E9	ACVR_1C2B_receptor_Inhibin_ligand_A	complex:ACVR_1C2B_receptor	complex:Inhibin_ligand_A			True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CC0C6A98CDA	ACVR_1A2A_receptor_Inhibin_ligand_B	complex:ACVR_1A2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CC0C3B561BC	ACVR_1A2B_receptor_Inhibin_ligand_B	complex:ACVR_1A2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CC0E6C03753	ACVR_1B2A_receptor_Inhibin_ligand_B	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CC031341B06	ACVR_1B2B_receptor_Inhibin_ligand_B	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CC0492F9C60	ACVR_1C2A_receptor_Inhibin_ligand_B	complex:ACVR_1C2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CC065C6CA6D	ACVR_1C2B_receptor_Inhibin_ligand_B	complex:ACVR_1C2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CS0E467E60C	ACVR_1A2A_receptor_INHA	complex:ACVR_1A2A_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CS004C594E2	ACVR_1A2B_receptor_INHA	complex:ACVR_1A2B_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CS03F19BFCB	ACVR_1B2A_receptor_INHA	complex:ACVR_1B2A_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CS08387C315	ACVR_1B2B_receptor_INHA	complex:ACVR_1B2B_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.02	0.019	0.008	0.006
CPI-CS096F1E209	ACVR_1C2A_receptor_INHA	complex:ACVR_1C2A_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CS09DFE4623	ACVR_1C2B_receptor_INHA	complex:ACVR_1C2B_receptor	simple:P05111		ENSG00000123999	True	True	False	curated	False	0.003	0.001	0.002	0.0
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.053	0.029	0.035	0.011
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.046	0.022	0.024	0.001
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.043	0.02	0.031	0.008
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.043	0.019	0.03	0.007
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.043	0.02	0.024	0.001
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.043	0.019	0.024	0.001
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.033	0.029	0.015	0.011
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.026	0.022	0.005	0.0
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.024	0.02	0.012	0.007
CPI-CS0BCDC40FC	BMR1A_AVR2B_BMP4	complex:BMR1A_AVR2B	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.023	0.019	0.011	0.006
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.024	0.02	0.005	0.0
CPI-CS0E997FABD	BMR1B_AVR2B_BMP4	complex:BMR1B_AVR2B	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.023	0.019	0.005	0.0
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	0.03	0.029	0.012	0.011
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	0.023	0.022	0.002	0.0
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	0.021	0.02	0.009	0.007
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	0.021	0.02	0.002	0.0
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		ENSG00000156466	True	True	False	curated	False	0.02	0.019	0.002	0.0
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.029	0.029	0.011	0.011
CPI-CS027D7A724	BMPR1B_BMPR2_GDF7	complex:BMPR1B_BMPR2	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.022	0.022	0.001	0.0
CPI-CS05789C9A0	BMR1A_ACR2A_GDF7	complex:BMR1A_ACR2A	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.02	0.02	0.008	0.007
CPI-CS0E5078EDE	BMR1A_AVR2B_GDF7	complex:BMR1A_AVR2B	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.019	0.019	0.007	0.006
CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.02	0.02	0.001	0.0
CPI-CS055E15573	BMR1B_AVR2B_GDF7	complex:BMR1B_AVR2B	simple:Q7Z4P5		ENSG00000143869	True	True	False	curated	False	0.019	0.019	0.001	0.0
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		ENSG00000107779	False	True	True	curated	False	0.051	0.033	0.029	0.011
CPI-CS0700FDD27	BMPR1B_BMPR2_GDF5	complex:BMPR1B_BMPR2	simple:P43026		ENSG00000125965	True	True	False	curated	False	0.023	0.022	0.001	0.0
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		ENSG00000125965	True	True	False	curated	False	0.02	0.02	0.008	0.007
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		ENSG00000125965	True	True	False	curated	False	0.019	0.019	0.007	0.006
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		ENSG00000125965	True	True	False	curated	False	0.02	0.02	0.001	0.0
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		ENSG00000125965	True	True	False	curated	False	0.019	0.019	0.001	0.0
CPI-CS05CAC687A	ACVR_1B2A_receptor_GDF11	complex:ACVR_1B2A_receptor	simple:O95390		ENSG00000135414	True	True	False	curated	False	0.053	0.029	0.041	0.017
CPI-CS0A79056B0	ACVR_1B2B_receptor_GDF11	complex:ACVR_1B2B_receptor	simple:O95390		ENSG00000135414	True	True	False	curated	False	0.052	0.028	0.04	0.016
CPI-CS00379F820	ACVR_1B2B_receptor_MSTN	complex:ACVR_1B2B_receptor	simple:O14793		ENSG00000138379	True	True	False	curated	False	0.029	0.019	0.016	0.007
CPI-CS0575223B3	AMY1_receptor_IAPP	complex:AMY1_receptor	simple:P10997		ENSG00000121351	True	True	False	curated	False	0.0	0.0	0.002	0.002
CPI-CS04B3DEC8B	AMY2_receptor_IAPP	complex:AMY2_receptor	simple:P10997		ENSG00000121351	True	True	False	curated	False	0.0	0.0	0.002	0.002
CPI-CS0865396CA	AMY3_receptor_IAPP	complex:AMY3_receptor	simple:P10997		ENSG00000121351	True	True	False	curated	False	0.0	0.0	0.0	0.001
CPI-SS0E6D96A59	CSF2_NR3C1	simple:P04141	simple:P04150	ENSG00000164400	ENSG00000113580	True	False	True	InnateDB	False	0.098	0.106	0.098	0.106
CPI-SS092E57263	CSF2_CSF1R	simple:P04141	simple:P07333	ENSG00000164400	ENSG00000182578	True	False	True	guidetopharmacology.org	False	0.007	0.502	0.007	0.502
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		ENSG00000169083	True	False	True	curated	False	0.07	0.037	0.045	0.013
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		ENSG00000169083	True	False	True	curated	False	0.068	0.036	0.083	0.051
CPI-SS0BAB345B5	TGFB1_AR	simple:P01137	simple:P10275	ENSG00000105329	ENSG00000169083	True	False	True	I2D,InnateDB	False	0.058	0.026	0.24	0.208
CPI-SS08A1F8C22	TGFB1_VDR	simple:P01137	simple:P11473	ENSG00000105329	ENSG00000111424	True	False	True	InnateDB-All	False	0.025	0.028	0.207	0.21
CPI-CS01DAEDE79	Calcitriol_byCYP27B1_VDR	complex:Calcitriol_byCYP27B1	simple:P11473		ENSG00000111424	True	False	True	curated	False	0.033	0.036	0.001	0.004
CPI-SC0DABCC4B5	TGFB1_TGFbeta_receptor1	simple:P01137	complex:TGFbeta_receptor1	ENSG00000105329		True	False	True	curated	False	0.034	0.159	0.217	0.341
CPI-SC051FC855D	TGFB3_TGFbeta_receptor1	simple:P10600	complex:TGFbeta_receptor1	ENSG00000119699		True	False	True	curated	False	0.027	0.151	0.011	0.135
CPI-SC070741884	TGFB2_TGFbeta_receptor1	simple:P61812	complex:TGFbeta_receptor1	ENSG00000092969		True	False	True	curated	False	0.051	0.175	0.014	0.138
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	ENSG00000105329		True	False	True	curated	False	0.034	0.034	0.217	0.217
CPI-SC074D3FFBC	TGFB3_TGFbeta_receptor2	simple:P10600	complex:TGFbeta_receptor2	ENSG00000119699		True	False	True	curated	False	0.027	0.027	0.011	0.011
CPI-SC0F36DD437	TGFB2_TGFbeta_receptor2	simple:P61812	complex:TGFbeta_receptor2	ENSG00000092969		True	False	True	curated	False	0.051	0.051	0.014	0.014
CPI-SC0202406F0	TGFB3_integrin_aVb8_complex	simple:P10600	complex:integrin_aVb8_complex	ENSG00000119699		True	False	False	curated	True	0.14	0.022	0.124	0.006
CPI-CS037C1C02B	BCR_CD45_CD22_LGALS9	complex:BCR_CD45_CD22	simple:O00182		ENSG00000168961	True	True	False	curated	False	0.009	0.356	0.012	0.359
CPI-SS04641FE5F	CCL3L1_DPP4	simple:P16619	simple:P27487	ENSG00000276085	ENSG00000197635	True	False	True	I2D	False	0.058	0.037	0.708	0.687
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	ENSG00000102962	ENSG00000197635	True	False	True	curated	False	0.023	0.002	0.024	0.002
CPI-SS0CC738ABC	CXCL11_DPP4	simple:O14625	simple:P27487	ENSG00000169248	ENSG00000197635	True	False	True	curated	False	0.029	0.008	0.027	0.006
CPI-SS0F9BBC31B	VIP_DPP4	simple:P01282	simple:P27487	ENSG00000146469	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.023	0.002	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	ENSG00000169245	ENSG00000197635	True	False	True	curated	False	0.032	0.011	0.078	0.057
CPI-SS0652F5D15	NPPB_DPP4	simple:P16860	simple:P27487	ENSG00000120937	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.024	0.003	0.023	0.002
CPI-SS0D377BBBF	ADCYAP1_DPP4	simple:P18509	simple:P27487	ENSG00000141433	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.024	0.003	0.023	0.002
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	ENSG00000081041	ENSG00000197635	True	False	True	curated	False	0.081	0.06	0.046	0.025
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	ENSG00000136244	ENSG00000196639	True	False	True	IMEx,InnateDB-All,IntAct	False	0.064	0.018	0.119	0.073
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	ENSG00000108691	ENSG00000184451	True	False	True	I2D	False	0.098	0.087	0.316	0.305
CPI-SS0EAB03260	CD1D_LILRB2	simple:P15813	simple:Q8N423	ENSG00000158473	ENSG00000131042	False	False	True	curated	False	0.002	0.027	0.016	0.041
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	ENSG00000204632	ENSG00000131042	False	True	True	curated	False	0.008	0.033	0.005	0.031
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	ENSG00000204632	ENSG00000104972	True	True	True	curated	False	0.01	0.135	0.007	0.132
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	ENSG00000156234	ENSG00000160683	True	False	True	curated	False	0.0	0.0	0.0	0.0
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	ENSG00000169248	ENSG00000186810	True	False	True	curated	False	0.006	0.008	0.005	0.006
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	ENSG00000169245	ENSG00000186810	True	False	True	curated	False	0.01	0.011	0.055	0.057
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	ENSG00000107562	ENSG00000186810	True	False	True	guidetopharmacology.org	False	0.004	0.006	0.035	0.036
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	ENSG00000163739	ENSG00000180871	True	False	True	curated	False	0.004	0.01	0.005	0.012
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	ENSG00000169429	ENSG00000180871	True	False	True	curated	False	0.08	0.086	0.438	0.445
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	ENSG00000081041	ENSG00000180871	True	False	True	curated	False	0.059	0.066	0.024	0.031
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	ENSG00000163734	ENSG00000180871	True	False	True	curated	False	0.028	0.035	0.015	0.022
CPI-SS0747FCACD	CXCL11_ACKR3	simple:O14625	simple:P25106	ENSG00000169248	ENSG00000144476	True	False	True	curated	False	0.027	0.008	0.025	0.006
CPI-SS07835EECF	VIP_AVPR1A	simple:P01282	simple:P37288	ENSG00000146469	ENSG00000166148	True	False	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	ENSG00000146469	ENSG00000114812	True	False	True	curated	False	0.0	0.002	0.0	0.0
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ENSG00000141433	ENSG00000114812	True	False	True	I2D	False	0.001	0.003	0.0	0.002
CPI-SS05B60E59C	VIP_VIPR2	simple:P01282	simple:P41587	ENSG00000146469	ENSG00000106018	True	False	True	curated	False	0.029	0.0	0.0	0.0
CPI-SS02CCE14A7	ADCYAP1_VIPR2	simple:P18509	simple:P41587	ENSG00000141433	ENSG00000106018	True	False	True	curated	False	0.03	0.001	0.028	0.0
CPI-SS0C2000B56	PPY_NPY5R	simple:P01298	simple:Q15761	ENSG00000108849	ENSG00000164129	True	False	True	guidetopharmacology.org	False	0.001	0.0	0.0	0.0
CPI-SS023D39112	NPPB_NPR3	simple:P16860	simple:P17342	ENSG00000120937	ENSG00000113389	True	False	True	I2D,InnateDB-All	False	0.003	0.002	0.002	0.0
CPI-SS04A7BCE8D	NPPA_NPR3	simple:P01160	simple:P17342	ENSG00000175206	ENSG00000113389	True	False	True	I2D,InnateDB-All	False	0.04	0.038	0.004	0.002
CPI-SS0779676D0	NPPB_NPR2	simple:P16860	simple:P20594	ENSG00000120937	ENSG00000159899	True	False	True	I2D,InnateDB-All	False	0.011	0.002	0.01	0.0
CPI-SS0230EE330	NPPA_NPR2	simple:P01160	simple:P20594	ENSG00000175206	ENSG00000159899	True	False	True	I2D,InnateDB-All	False	0.048	0.039	0.012	0.003
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ENSG00000141433	ENSG00000078549	True	False	True	I2D,IMEx	False	0.046	0.002	0.045	0.001
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		ENSG00000204592	False	True	False	curated	False	0.219	0.874	0.219	0.873
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		ENSG00000204592	False	True	False	curated	False	0.219	0.874	0.219	0.874
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		ENSG00000204592	False	True	False	curated	False	0.219	0.874	0.218	0.873
CPI-CS04EC47889	CNTF_1R_CLCF1	complex:CNTF_1R	simple:Q9UBD9		ENSG00000175505	True	True	False	curated	False	0.073	0.063	0.011	0.001
CPI-SS03969CE88	ESR2_CLCF1	simple:Q92731	simple:Q9UBD9	ENSG00000140009	ENSG00000175505	True	True	False	IMEx,IntAct,MatrixDB	False	0.012	0.002	0.01	0.0
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0.521	0.519	0.017	0.015
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ENSG00000072071	ENSG00000157168	True	True	True	InnateDB-All	False	0.042	0.04	0.005	0.003
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	ENSG00000138798	ENSG00000157168	True	False	True	I2D	False	0.003	0.001	0.002	0.0
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ENSG00000065361	ENSG00000157168	True	True	True	curated	False	0.022	0.02	0.003	0.001
CPI-SS0F4D30D5A	EGFR_EGF	simple:P00533	simple:P01133	ENSG00000146648	ENSG00000138798	True	True	False	curated	False	0.52	0.519	0.015	0.014
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	ENSG00000146648	ENSG00000163235	True	True	False	curated	False	0.526	0.528	0.022	0.023
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	ENSG00000146648	ENSG00000105329	True	True	False	IMEx,InnateDB-All,MINT	False	0.543	0.725	0.038	0.22
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	ENSG00000146648	ENSG00000240972	True	True	False	IMEx,InnateDB-All	False	1.059	0.784	0.555	0.28
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	ENSG00000019582	ENSG00000240972	True	True	False	I2D,InnateDB-All	False	0.728	0.453	2.474	2.199
CPI-SS0481D83A4	EGFR_AREG	simple:P00533	simple:P15514	ENSG00000146648	ENSG00000109321	True	True	False	curated	False	0.524	0.541	0.02	0.037
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ENSG00000090339	ENSG00000109321	True	True	False	InnateDB-All	False	0.025	0.042	0.135	0.152
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	ENSG00000146648	ENSG00000030582	True	True	False	InnateDB-All	False	0.668	1.118	0.163	0.613
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	ENSG00000067182	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.307	0.757	0.377	0.828
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	ENSG00000198400	ENSG00000030582	True	True	False	InnateDB-All	False	0.15	0.6	0.149	0.599
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	ENSG00000028137	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.154	0.604	0.338	0.788
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	ENSG00000146648	ENSG00000174808	True	True	False	curated	False	0.52	0.519	0.016	0.014
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ENSG00000065361	ENSG00000174808	True	True	False	curated	False	0.021	0.019	0.002	0.001
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	ENSG00000146648	ENSG00000122218	True	True	False	InnateDB-All	False	0.647	0.613	0.142	0.108
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.315	0.282	2.062	2.028
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	ENSG00000198400	ENSG00000122218	True	True	False	InnateDB-All	False	0.128	0.094	0.128	0.094
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	ENSG00000146648	ENSG00000113070	True	True	True	curated	False	0.552	0.676	0.048	0.171
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	ENSG00000026508	ENSG00000113070	True	True	True	I2D,InnateDB-All	False	0.224	0.348	0.084	0.208
CPI-SS00CFAFE79	ERBB2_HBEGF	simple:P04626	simple:Q99075	ENSG00000141736	ENSG00000113070	True	True	True	curated	False	0.051	0.175	0.035	0.158
CPI-SS07AD626C8	VDR_HBEGF	simple:P11473	simple:Q99075	ENSG00000111424	ENSG00000113070	True	True	True	InnateDB	False	0.034	0.158	0.037	0.161
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ENSG00000178568	ENSG00000113070	True	True	True	curated	False	0.056	0.179	0.034	0.157
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	ENSG00000072274	ENSG00000102524	True	True	False	IMEx,IntAct	False	0.092	0.384	0.112	0.404
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	ENSG00000101017	ENSG00000102524	True	True	False	I2D,InnateDB	False	0.027	0.318	0.089	0.38
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	ENSG00000159958	ENSG00000102524	True	True	False	curated	False	0.027	0.318	0.04	0.332
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.657	0.243	2.403	1.989
CPI-SS0A0718AC5	TNFRSF21_APP	simple:O75509	simple:P05067	ENSG00000146072	ENSG00000142192	False	True	False	curated	False	0.565	0.151	0.488	0.074
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ENSG00000090339	ENSG00000197471	False	True	False	curated	False	0.022	0.063	0.132	0.173
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ENSG00000090339	ENSG00000005844	False	True	True	curated	False	0.021	0.051	0.131	0.161
CPI-SC00035437A	ICAM1_integrin_aLb2_complex	simple:P05362	complex:integrin_aLb2_complex	ENSG00000090339		False	True	False	curated	True	0.021	0.051	0.131	0.161
CPI-SC0943ECD6E	ICAM2_integrin_aLb2_complex	simple:P13598	complex:integrin_aLb2_complex	ENSG00000108622		False	False	False	curated	True	0.002	0.032	0.032	0.062
CPI-SC09DC9200A	ICAM3_integrin_aLb2_complex	simple:P32942	complex:integrin_aLb2_complex	ENSG00000076662		False	False	False	curated	True	0.018	0.049	0.03	0.061
CPI-SC0A3A31D04	ICAM4_integrin_aLb2_complex	simple:Q14773	complex:integrin_aLb2_complex	ENSG00000105371		True	False	False	curated	True	0.001	0.032	0.008	0.038
CPI-SC0DEE2AF32	F11R_integrin_aLb2_complex	simple:Q9Y624	complex:integrin_aLb2_complex	ENSG00000158769		False	True	False	curated	True	0.013	0.043	0.024	0.055
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	ENSG00000198400	ENSG00000105220	True	True	False	InnateDB-All	False	0.189	0.076	0.188	0.075
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	ENSG00000198400	ENSG00000105835	True	True	False	InnateDB-All	False	0.236	0.253	0.236	0.252
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	ENSG00000198400	ENSG00000164022	True	True	False	InnateDB-All	False	0.189	0.106	0.189	0.105
CPI-SS00FC42B03	CD44_SIGLEC15	simple:P16070	simple:Q6ZMC9	ENSG00000026508	ENSG00000197046	False	True	False	curated	False	0.191	0.191	0.051	0.051
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ENSG00000178568	ENSG00000169752	True	True	False	curated	False	0.024	0.023	0.002	0.001
CPI-SS073A20D23	ABCA1_APOA1	simple:O95477	simple:P02647	ENSG00000165029	ENSG00000118137	True	False	False	curated	False	0.11	0.108	0.103	0.1
CPI-CS06A0713BD	Cholesterol_byCEL_RORA	complex:Cholesterol_byCEL	simple:P35398		ENSG00000069667	True	False	True	curated	False	0.053	0.002	0.053	0.002
